activity,address,mail,name,phone,website
"INTERNET, PROVIDER"," 10, RUE FLACOURT MAHAJANGA   ",,ORANGE MADAGASCAR,(+261) 206 22 45 57 (+261) 206 22 45 57,
TRANSLATORS & INTERPRETES, 2 T 4 A E BETONGOLO ANTANANARIVO   ,tojomahafaly@yahoo.fr,TRANSLATION INTERPRETATION,(+261) 33 86 373 89,
"INTERNET, PROVIDER"," 21, BLD JOFFRE TOAMASINA   ",,ORANGE MADAGASCAR,(+261) 205 33 18 66 (+261) 205 33 18 66,
"INTERNET, PROVIDER", BLD TSIRANANA TOLIARY    ,,ORANGE MADAGASCAR,(+261) 209 44 41 96 (+261) 209 44 41 96,www.orange.mg    
ELECTRICITY GENERAL & INDUSTRIAL, ... ANTANANARIVO 101    ,contact@kaliana-corporation.com,KALIANA CORPORATION,(+261) 34 93 372 50,
ELECTRICITY GENERAL & INDUSTRIAL, BP. 585 TOAMASINA   ,lopez@simicro.mg,LOPEZ & C°,(+261) 205 33 25 15 (+261) 205 33 25 16,www.kaliana-corporation.com    
ELECTRICITY GENERAL & INDUSTRIAL, RUE CARNOT MAHAJANGA   ,,LULU ELECTRIC,(+261) 206 22 44 20 (+261) 206 22 44 20,
ELECTRICITY GENERAL & INDUSTRIAL, LOT IVH 165 BIS AMBOHIMANANDRAY ANTANANARIVO    ,rilah-electrofroid@moov.mg,RILAH ELECTROFROID,(+261) 341 49 70 99,
ELECTRICITY GENERAL & INDUSTRIAL, LOT IVC 58 BIS AMBODIVOANJO ANTANANARIVO   ,robibatiment@gmail.com,ROBI ROBSON,(+261) 34 08 914 27,www.froid-clim-elec-madagascar.com    
ELECTRICITY GENERAL & INDUSTRIAL, SOANIERANA ANTANANARIVO   ,seem@moov.mg,SEEM,(+261) 202 25 44 23 (+261) 202 25 68 17,
ELECTRICITY GENERAL & INDUSTRIAL," 90, LALANA RAVONINAHITRINIARIVO ANKORONDRANO ANTANANARIVO    ",someca@someca.mg,SOMECA,(+261) 20 22 254 00 (+261) 20 22 210 37,
ELECTRICITY GENERAL & INDUSTRIAL, 173 A AMBOROMPOTSY TALATAMATSY ANTANANARIVO   ,dir.st.elec@gmail.com,ST ELEC,(+261) 32 76 703 69,
ELECTRICITY GENERAL & INDUSTRIAL, BP. 12114 ANTANANARIVO   ,tec@moov.mg,STEF,(+261) 202 32 44 64 (+261) 202 32 44 60,www.someca-mg.com    
ELECTRICITY GENERAL & INDUSTRIAL, BP. 8211 ANTANANARIVO   ,ingenierie@systec.mg,SYSTEC,(+261) 202 24 20 65 (+261) 202 24 34 85,
INTERNET, ITP 30 A BIS ANTANANARIVO    ,dircom@widelit.com,AG MALAGASY SERA,(+261) 34 17 085 47,
INTERNET, ITK 35 TANANARIVE    ,contact@agencewebmada.com,AGENCE WEB MADA,(+261) 34 55 687 55,www.widelit.com    
INTERNET, LOT IT 93 TER ITAOSY ANTANANARIVO    ,info@maenweb.com,AGENCE WEB MAENWEB,(+261) 34 87 187 18,
INTERNET," 56, RTE CIRCULAIRE ANTANANARIVO   ",astral@moov.mg,ASTRA,(+261) 202 25 55 47 (+261) 202 25 55 49,www.agencewebmada.com    
INTERNET, ANDRANOTAPAHINA ANTANANARIVO    ,bpcformation@gmail.com,BLESSED PROFESSIONAL COMPANY,(+261) 34 11 212 20,
INTERNET," LOT IVD 48 BEHORIRIKA, IMMEUBLE HOTEL CRISTAL ANTANANARIVO 101    ",contact@bonmarche.mg,BONMARCHE MG,(+261) 34 49 777 00,www.maenweb.com    
INTERNET, LOT III E 52 MAHAMASINA SUD ANTANANARIVO    ,contact@dago-business.com,DAGO BUSINESS,(+261) 34 14 702 01,
INTERNET, ... TANANARIVE    ,dwizer.refer@gmail.com,DWIZER,(+261) 32 40 446 43,
INTERNET, LOT II G 19 FARAVOHITRA ANTANANARIVO    ,e-fandrai@e-fandrai.com,E FANDRAI,(+261) 33 41 624 96 (+261) 34 07 624 96,www.webacademy.mg    
INTERNET," 2, RUE DE RUSSIE ANTANANARIVO   ",contact@e-sight.org,E SIGHT,(+261) 202 22 66 86 (+261) 202 23 37 99,
HOTELS, LOT IBK 7 BIS RUE RATIANARIVO AMPASAMADINIKA ANTANANARIVO    ,sakamanga.tana@gmail.com,HOTEL SAKAMANGA,(+261) 202 23 58 09 (+261) 202 22 45 87,
HOTELS, BP. 12 ANTSIRABE   ,salemako@yahoo.fr,HOTEL SALEMAKO,(+261) 204 44 95 88 (+261) 204 44 95 88,http://sakamanga.com    
HOTELS, BP. 882 TOLIARY   ,,HOTEL SAPHIR,(+261) 209 44 96 79 (+261) 209 44 49 60,
HOTELS, BP. 1741 ANTANANARIVO   ,,HOTEL SELECT,(+261) 202 26 29 02,
HOTELS, BP. 151 ANTANANARIVO   ,,HOTEL SHALIMAR,(+261) 202 26 40 03 (+261) 202 26 89 93,
HOTELS," 4, RUE RAINITOVO ANTANANARIVO   ",shangai@malagasy.com,HOTEL SHANGAI,(+261) 202 23 14 72 (+261) 202 23 15 61,www.sharon-hotel.com    
HOTELS, BLD LIBERATION 501 TOAMASINA    ,sharonhotel@blueline.mg,HOTEL SHARON,(+261) 205 33 04 20 (+261) 205 33 31 29,
HOTELS, BP. 607 ANTANANARIVO    ,hdf_tana@moov.mg,HOTEL SICEH NOVOTEL,(+261) 202 22 18 65 (+261) 202 26 42 19,www.siceh-hotels.com    
HOTELS, JOVENNA AMBOSITRA   ,felana@moov.mg,HOTEL SNACK SYMPA,(+261) 204 77 13 43 (+261) 204 77 13 48,
EDITORS, AMPASANIMALO ANTANANARIVO   ,,ATELIER DU CAPRICORNE,(+261) 202 27 88 66,
EDITORS, BP. 1551 ANTANANARIVO   ,austral.immob@simicro.mg,AUSTRAL BORDAS LAROUSSE,(+261) 202 26 26 25 (+261) 202 23 38 93,
EDITORS, LOT 12 RUE RAINITOVO ANTSAHAVOLA ANTANANARIVO    ,office@mg-becom.com,BECOM EDITIONS,(+261) 34 05 13 14,www.mg-becom.com    
EDITORS, BP. 5168 ANTANANARIVO    ,carambole-com@moov.mg,CARAMBOLE EDITION,(+261) 202 22 07 40 (+261) 202 22 06 75,
EDITORS, BP. 74 ANTANANARIVO    ,cite@cite.mg,CITE,(+261) 202 22 53 86 (+261) 202 23 36 69,www.carambole.mg    
EDITORS, BP. 7553 ANTANANARIVO   ,,ECAR EDITIONS,(+261) 202 24 39 74,
EDITORS, AMBOHIJATOVO NORD ANTANANARIVO   ,,EDISIONA VAOVAO MAHAFALY,(+261) 202 23 06 59,www.cite.mg    
EDITORS," 129BIS, RTE CIRCULAIRE ANTANANARIVO   ",ev_edition@moov.mg,EV EDITION,(+261) 202 23 97 38 (+261) 202 23 97 38,
EDITORS, ANALAMANGA ANTANANARIVO   ,fgmada@fg-mada.com,F & G,(+261) 20 24 750 46,
OFFICE AUTOMATION, BP. 7118 ANTANANARIVO   ,marosoa@freenet.mg,MAROSOA,(+261) 202 23 04 77 (+261) 202 23 43 31,
OFFICE AUTOMATION, BP. 231 TOLAGNARO   ,,MENDRIKA SERVICE,(+261) 209 22 16 94 (+261) 209 22 16 94,
OFFICE AUTOMATION, AMPASAMBAZAHA FINARANTSOA   ,mi_services@moov.mg,MI SERVICES,(+261) 207 55 18 46 (+261) 207 55 07 46,
OFFICE AUTOMATION, BP. 4034 ANTANANARIVO   ,nexli@moov.mg,NEXLI,(+261) 202 25 29 56 (+261) 202 25 29 56,
OFFICE AUTOMATION," 32, RUE DE LIEGE ANTANANARIVO    ",netrep@simicro.mg,NT REPRO,(+261) 202 26 10 32 (+261) 202 26 10 32,www.photocopieur-consommable.com    
OFFICE AUTOMATION, ANTETEZANAFOVOANY ANTANANARIVO   ,ntixsarl@freenet.mg,NTIX,(+261) 202 26 15 50,
OFFICE AUTOMATION, AMPANDRANA OUEST ANTANANARIVO   ,,NY TOKY,(+261) 202 22 33 87,
"VOCATIONAL TRAINING, CENTERS", BEHORIRIKA ANTANANARIVO   ,,ERD,(+261) 202 26 23 31 (+261) 202 26 23 31,
"VOCATIONAL TRAINING, CENTERS", ANKAZOMANGA ANTANANARIVO   ,escame@caramail.com,ESCAME,(+261) 32 04 297 43,
"VOCATIONAL TRAINING, CENTERS", ANTANIMENA ANTANANARIVO   ,esca@blueline.mg,ESSCA,(+261) 202 23 39 04,
"VOCATIONAL TRAINING, CENTERS"," 37, RUE AMPANDRANA ANTANANARIVO   ",est@moov.mg,EST,(+261) 202 26 36 06 (+261) 202 23 19 83,
"VOCATIONAL TRAINING, CENTERS", AMBATOMITSANGANA ANTANANARIVO   ,,EUROI,(+261) 202 23 24 38,
"VOCATIONAL TRAINING, CENTERS", ANDROHIBE ANTANANARIVO   ,force7@moov.mg,FORCE 7,(+261) 202 24 93 86 (+261) 202 24 93 86,
"VOCATIONAL TRAINING, CENTERS", IMMEUBLE CFP ANTANANARIVO   ,iestime@netcourrier.com,IESTIME,(+261) 202 22 54 07,
PRINTING WORKS, LOT VR 52 A TER U AMBOHIDRASERIKA MAHAZOARIVO ANTANANARIVO    ,e-print@e-print.mg,E PRINT MADAGASCAR,(+261) 20 22 269 25,
PRINTING WORKS, ZI ANKORONDRANO ANTANANARIVO   ,lecoprim@moov.mg,ECOPRIM,(+261) 202 23 20 89,www.e-print.mg    
PRINTING WORKS, ITAOSY ANTANANARIVO   ,a_mihaja@moov.mg,EII,(+261) 202 26 19 03 (+261) 202 42 71 26,
PRINTING WORKS," LOT II B 23 BIS B, AMBODITSIRY ANTANANARIVO    ",contact@europli.com,EUROPLI,(+261) 32 81 348 18,
PRINTING WORKS, TANJOMBATO ANTANANARIVO   ,farcoprint006@yahoo.fr,FARCO,(+261) 202 24 67 80 (+261) 202 24 67 80,
PRINTING WORKS," 9, AVE RAMANANTSOA ANTANANARIVO    ",impluth@moov.mg,FLM,(+261) 202 22 45 69 (+261) 202 26 26 43,www.europli.com    
DOMICILIATION OF COMPANIES, VILLAGE DES JEUX ANKORONDRANO ANTANANARIVO   ,immobilier@moov.mg,IMMOBI,(+261) 034 14 409 97,
DOMICILIATION OF COMPANIES," IMMEUBLE LE PREMIUM, VILLAGE DES JEUX ANKORONDRANO ANTANANARIVO   ",workspace@moov.mg,LE WORKSPACE,(+261) 34 14 409 97,
PRINTING WORKS, ANKARAOBATO ANTANANARIVO   ,fdv@simicro.mg,GEOPRINT,(+261) 202 25 73 66 (+261) 202 25 73 67,
PRINTING WORKS, ... ANTANANARIVO   ,mye@moov.mg,GO PRINT,(+261) 202 22 54 75 (+261) 202 22 97 75,
PRINTING WORKS, BP. 3409 ANTANANARIVO   ,goraphoprint@simicro.mg,GRAPHOPRINT,(+261) 202 24 61 83 (+261) 202 23 51 07,www.tpflm.org    
PRINTING WORKS, ISOTRY ANTANANARIVO   ,,HARINIVO,(+261) 202 26 43 10 (+261) 202 26 43 10,
SCHOOLS & UNIVERSITIES," 31, RUE GANDHI ANTANANARIVO   ",,ECOLE PRIMAIRE PUBLIQUE,(+261) 202 22 01 37,
SCHOOLS & UNIVERSITIES," 69, AVE RABEZAVANA ANTANANARIVO   ",,ECOLE PROF. RABEMANANJARA,(+261) 202 23 26 66,www.facebook.com/esmtana    
SCHOOLS & UNIVERSITIES, ANTSIRABE   ,,ECOLE SAINTE THERESE,(+261) 204 44 91 78,
SCHOOLS & UNIVERSITIES, LOT II C 24 AMPANDRANA ANTANANARIVO    ,lantompc@gmail.com,ECOLE SUPERIEURE DE MULTIMEDIA,(+261) 34 95 530 59,
SCHOOLS & UNIVERSITIES, MAHAJANGA   ,emth@moov.mg,EMTH,(+261) 206 20 23 98,
SCHOOLS & UNIVERSITIES, ANTANIMENA ANTANANARIVO   ,esca@blueline.mg,ESSCA,(+261) 202 23 39 04,www.iep-madagascar.com    
SCHOOLS & UNIVERSITIES," BAT. CFD AMPANDRANA OUEST, LALANA JEAN ANDRIAMADY ANTANANARIVO    ",secretariat@iep-madagascar.com,IEP MADAGASCAR,(+261) 34 07 400 51,
SCHOOLS & UNIVERSITIES, ROUTE DE L'UNIVERSITE DIEGO SUAREZ   ,razafymarinette@yaho.fr,INSTITUT SAINTE ANNE,(+261) 32 69 719 33,
SCHOOLS & UNIVERSITIES, LOT III F 28 ANTOHOMADINIKA ANTANIAVO ANTANANARIVO   ,andrianary.rajaonarivelo@gmail.com,LYCEE CHARLEMAGNE,(+261) 20 22 44 959 26,
"DATA PROCESSING, RESEAUX", BP. 718 ANTANANARIVO   ,alphatek@moov.mg,ALPHATEK,(+261) 202 23 28 22 (+261) 202 23 49 65,
"DATA PROCESSING, RESEAUX"," 15BIS, RUE LUMUMBA ANTANANARIVO   ",blanbir@moov.mg,BLANCHE BIRGER,(+261) 202 22 28 02 (+261) 202 22 79 01,
"DATA PROCESSING, RESEAUX", VQ 15 ANJOHY ANTANANARIVO    ,clickinformatic@moov.mg,CLICK INFORMATIC,(+261) 34 11 360 15,
"DATA PROCESSING, RESEAUX", TANAMBAO ANTANANARIVO   ,clinic.info@moov.mgg,CLINIC INFO,(+261) 202 23 29 66 (+261) 202 23 56 63,http://click-informatic.wifeo.com    
"DATA PROCESSING, RESEAUX", BP. 7705 ANTANANARIVO    ,cometech@simicro.mg,COMETECH,(+261) 202 22 59 53 (+261) 202 22 59 49,
"DATA PROCESSING, RESEAUX", BP. 7098 ANTANANARIVO   ,,COMPUTER DIRECT PRICE,(+261) 202 24 11 07,
"DATA PROCESSING, RESEAUX", AMBODIFILAO ANTANANARIVO   ,cpt_concept@yahoo.fr,CONCEPT,(+261) 202 22 60 98,www.electricite-madagascar.com    
"DATA PROCESSING, RESEAUX"," 1, RUE DUCROCQ 101 ANTANANARIVO   ",egedec@moov.mg,EGEDEC,(+261) 202 22 12 83 (+261) 202 26 40 14,
"DATA PROCESSING, RESEAUX", CITE 67 HA NORD EST ANTANANARIVO   ,,EMUST COMPANY,(+261) 202 23 76 92 (+261) 202 23 76 92,
"DATA PROCESSING, RESEAUX"," LOGT IVG 488 AMBOHIMITSINJO, AMBOHIMANADRAY ANTANANARIVO 101   ",equipes.sarl@gmail.com,EQUIPES,(+261) 340 73 09 26,
"PRET A CARRIES, LARGE & DETAIL", RUE FARAFATY ANTANANARIVO   ,,MAINTEXTILE,(+261) 202 23 55 87,
"DATA PROCESSING, MAINTENANCE"," 5TH FLOOR, ASSIT BUILDING IVANDRY ANTANANARIVO   ",contact@2mi.mg,2MI,(+261) 202 25 24 54 (+261) 202 25 24 98,
"DATA PROCESSING, MAINTENANCE", IVR 72 BIS ANTANIMENA TANANARIVE   ,fanoinfo7@gmail.com,AAMADA INFO,(+261) 33 41 351 10,
"DATA PROCESSING, MAINTENANCE", IJN 5244 AMBODIVONA ITAOSY HOPITALY ANTANANARIVO   ,info.activisoteck@gmail.com,ACTIVISOTECK COMPANY,(+261) 020 26 380 29,
"DATA PROCESSING, MAINTENANCE", BP. 718 ANTANANARIVO   ,alphatek@moov.mg,ALPHATEK,(+261) 202 23 28 22 (+261) 202 23 49 65,
"DATA PROCESSING, MAINTENANCE"," 15BIS, RUE LUMUMBA ANTANANARIVO   ",blanbir@moov.mg,BLANCHE BIRGER,(+261) 202 22 28 02 (+261) 202 22 79 01,
"DATA PROCESSING, MAINTENANCE", BP. 252 ANTANANARIVO    ,bullmad@bull.mg,BULL MADAGASCAR,(+261) 202 22 24 07 (+261) 202 22 33 73,
"DATA PROCESSING, MAINTENANCE", BP. 7749 ANTANANARIVO    ,chorus@moov.mg,CHORUS,(+261) 202 26 10 39,www.bull.com    
"DATA PROCESSING, MAINTENANCE", VQ 15 ANJOHY ANTANANARIVO    ,clickinformatic@moov.mg,CLICK INFORMATIC,(+261) 34 11 360 15,
"DATA PROCESSING, MAINTENANCE", TANAMBAO ANTANANARIVO   ,clinic.info@moov.mg,CLINIC INFO,(+261) 202 23 29 66 (+261) 202 23 56 63,www.chorus.ifrance.com    
"DATA PROCESSING, MAINTENANCE", BP. 7098 ANTANANARIVO   ,,COMPUTER DIRECT PRICE,(+261) 202 24 11 07,
"DATA PROCESSING, FORMATION"," 5TH FLOOR, ASSIT BUILDING IVANDRY ANTANANARIVO   ",contact@2mi.mg,2MI,(+261) 202 25 24 54 (+261) 202 25 24 98,
"DATA PROCESSING, FORMATION"," 15BIS, RUE LUMUMBA ANTANANARIVO   ",blanbir@moov.mg,BLANCHE BIRGER,(+261) 202 22 28 02 (+261) 202 22 79 01,
"DATA PROCESSING, FORMATION", ANDRANOTAPAHINA ANTANANARIVO    ,wayofsuccessbpc@gmail.com,BLESSED PROFESSIONAL COMPANY,(+261) 34 11 212 20,
"DATA PROCESSING, FORMATION", VQ 15 ANJOHY ANTANANARIVO    ,clickinformatic@moov.mg,CLICK INFORMATIC,(+261) 34 11 360 15,www.webacademy.mg    
"DATA PROCESSING, FORMATION", ANTANIMENA ANTANANARIVO   ,eriinfo@iris.mg,ERI,(+261) 202 23 42 95 (+261) 202 22 86 95,
"DATA PROCESSING, FORMATION", VILLAGE DES JEUX ANTANANARIVO   ,tfontain@moov.mg,IBS,(+261) 202 26 20 16 (+261) 202 26 20 55,http://click-informatic.wifeo.com    
"DATA PROCESSING, FORMATION", LOT ZK B 45 ANKOALABE ANTALAHA   ,botratombo@yahoo.fr,MF INFO CENTER,(+261) 32 59 213 28,
"DATA PROCESSING, FORMATION"," 23, RUE ANDRIANDAHIFOTSY ANTANANARIVO   ",m.o.s@simicro.mg,MOS,(+261) 202 26 97 47 (+261) 202 26 97 47,
"DATA PROCESSING, FORMATION", BP. 3058 ANTANANARIVO    ,optimada@moov.mg,OPTIMADA,(+261) 20 22 689 39 (+261) 20 22 606 50,
"DATA PROCESSING, FORMATION", ANTANIMENA ANTANANARIVO   ,profile@moov.mg,PROFILE,(+261) 202 22 10 48,
"DATA PROCESSING, ENVIRONMENT", BP. 718 ANTANANARIVO   ,alphatek@moov.mg,ALPHATEK,(+261) 202 23 28 22 (+261) 202 23 49 65,
"DATA PROCESSING, ENVIRONMENT", CITE SECIM ANTANANARIVO   ,,AMBRES ASSOCIATES,(+261) 202 23 50 63 (+261) 202 23 50 63,
"DATA PROCESSING, ENVIRONMENT", BP. 3536 ANTANANARIVO   ,basic_services@mel.moov.mg,BASIC SERVICES,(+261) 202 23 30 10 (+261) 202 23 30 10,
"DATA PROCESSING, ENVIRONMENT"," 15BIS, RUE LUMUMBA ANTANANARIVO   ",blanbir@moov.mg,BLANCHE BIRGER,(+261) 202 22 28 02 (+261) 202 22 79 01,
"DATA PROCESSING, ENVIRONMENT", BP. 3536 ANTANANARIVO   ,bssoftware@freenet.mg,BS SOFTWARE,(+261) 202 42 34 13,
"DATA PROCESSING, ENVIRONMENT", BP. 252 ANTANANARIVO    ,bullmad@bull.mg,BULL MADAGASCAR,(+261) 202 22 24 07 (+261) 202 22 33 73,www.bull.com    
"DATA PROCESSING, ENVIRONMENT", ANDOHARANOFOTSY ANTANANARIVO   ,softcenter@blueline.mg,COMPUSOFT CENTER,(+261) 202 25 73 89,
"DATA PROCESSING, ENVIRONMENT", AMBODIFILAO ANTANANARIVO   ,cpt_concept@yahoo.fr,CONCEPT,(+261) 202 22 60 98,
"DATA PROCESSING, ENVIRONMENT"," 48, RUE HAVANA ANTANANARIVO   ",infos@connectic-mada.com,CONNECTIC,(+261) 202 22 48 28 (+261) 202 22 48 51,
"DATA PROCESSING, ENVIRONMENT", ANTSAKAVIRO ANTANANARIVO    ,digitmg@gmail.com,DIGIT MG,(+261) 202 43 88 88 (+261) 202 23 11 75,
MAILS EXPRESS TRAIN," 14, RUE BELGIQUE ANTANANARIVO   ",madaservice@moov.mg,MADA SERVICE PLUS,(+261) 202 26 49 98,
MAILS EXPRESS TRAIN, ANTANIMENA ANTANANARIVO    ,madaexpress@madagascar-express.com,MADAGASCAR EXPRESS,(+261) 330 80 00 45 (+261) 202 22 71 29,
MAILS EXPRESS TRAIN, PASTEUR ST 101 ANTANANARIVO    ,madcourrier@moov.mg,MADCOURRIER UPS,(+261) 202 23 72 06 (+261) 202 26 66 22,www.madagascar-express.com    
MAILS EXPRESS TRAIN, TSARALALANA ANTANANARIVO   ,,MAFREX,(+261) 202 22 43 63,
MAILS EXPRESS TRAIN, ANTANIMENA ANTANANARIVO   ,midextnr@moov.mg,MIDEX,(+261) 202 23 06 70 (+261) 202 23 65 68,www.ups.com    
MAILS EXPRESS TRAIN, BP. 555 ANTANANARIVO    ,paositra@moov.mg,PAOSITRA,(+261) 202 22 24 45 (+261) 202 23 25 99,
MAILS EXPRESS TRAIN, BLD ETENNE ANTSIRANANA   ,,PAOSITRA,(+261) 208 22 10 09,
MAILS EXPRESS TRAIN, BP. 425 ANTANANARIVO    ,madpack@simicro.mg,SAGA EXPRESS,(+261) 202 23 12 98 (+261) 202 23 12 52,www.paositra.mg    
MAILS EXPRESS TRAIN," 17, RUE LUMUMBA ANTANANARIVO   ",,SERA,(+261) 202 23 84 45,
MAILS EXPRESS TRAIN, RTE AMBOSITRA ANTSIRABE   ,eclair@moov.mg,SERVICE ECLAIR,(+261) 204 44 81 70,www.saga.fr    
"INTERNET, PROVIDER", BP. 14097 105 TALATAMATY    ,info@shasama.com,SHASAMA,(+261) 202 23 63 13,
"INTERNET, PROVIDER", BP. 3557 ANTANANARIVO    ,simicro@simicro.mg,SIMICRO,(+261) 202 26 48 83 (+261) 202 23 25 18,www.netunivers.com    
"DATA PROCESSING, ENGINEERS", BP. 252 ANTANANARIVO    ,bullmad@bull.mg,BULL MADAGASCAR,(+261) 202 22 24 07 (+261) 202 22 33 73,
"DATA PROCESSING, ENGINEERS", VE 89 AMBATOVINAKY ANTANANARIVO    ,mlgsofte@yahoo.fr,MALAGASY SOFTWARE ENGINEERING,(+261) 33 74 618 59,www.bull.com    
"DATA PROCESSING, ENGINEERS", ANTETEZANAFOVOANY ANTANANARIVO   ,ntixsarl@freenet.mg,NTIX,(+261) 202 26 15 50,
"DATA PROCESSING, ENGINEERS", ANDRAVOEHANGY ANTANANARIVO   ,trioing@moov.mg,TRIO INGENERIE,(+261) 202 26 74 65 (+261) 202 26 01 81,www.mlg-soft-e.com    
EDITORS, ANTANANARIVO   ,franet@moov.mg,PASSEPORT POUR MADAGASCAR,(+261) 202 24 81 62 (+261) 202 24 81 63,
EDITORS, BP. 659 ANTANANARIVO    ,tribune@moov.mg,SME,(+261) 202 22 26 35 (+261) 202 22 22 54,
EDITORS," 8, RUE RABEHEVITRA ANTANANARIVO    ",somep.mada@gmail.com,SOMEP,(+261) 202 23 10 87 (+261) 202 22 20 93,www.madagascar-tribune.com    
EDITORS, 101 ANTANANARIVO   ,studiopresse@neuf.fr,STUDIOPRESSE O.I,(+261) 324 11 85 32 (+261) 202 47 43 33,
EDITORS," 5, RUE RATSIMILAHO ANTANANARIVO   ",,TSIPIKA,(+261) 202 26 28 91,www.ecoaustral.com    
EDITORS, BP. 194 101 ANTANANARIVO    ,administration@les-nouvelles.com,ULTIMA MEDIA,(+261) 202 23 54 33 (+261) 202 22 99 93,
EDITORS," 202, RTE CIRCULAIRE ANTANANARIVO   ",,ZERO UN,(+261) 202 23 17 81,
HOTELS, RTE DU PAPE ANTANANARIVO   ,,HOTEL SOANAMBO,(+261) 202 32 77 74 (+261) 202 32 77 74,
HOTELS, VOHEMAR    ,solymar-hotel.vohemar@blueline.mg,HOTEL SOL Y MAR,(+261) 208 80 63 56,www.hotelsolymar-vohemar.com    
HOTELS," 32, RUE DE LIEGE, TSARALALANA 101 ANTANANARIVO   ",resa@solehotel.mg,HOTEL SOLE,(+261) 20 22 289 89,
HOTELS, BP. 80 MANANJARY   ,sorafahotel@moov.mg,HOTEL SORAFA,(+261) 20 72 092 01 (+261) 20 72 092 83,
HOTELS, BP. 1335 FINARANTSOA   ,info@soratel.com,HOTEL SORATEL,(+261) 207 55 16 66 (+261) 207 55 16 78,
HOTELS, AMPARIBE ANTANANARIVO    ,sunny@moov.mg,HOTEL SUNNY,(+261) 202 22 63 04 (+261) 202 22 90 78,
HOTELS, RTE AEROPORT MAHAJANGA    ,sunnymaj@moov.mg,HOTEL SUNNY,(+261) 206 22 35 87 (+261) 206 22 35 89,www.sunnymada.com    
HOTELS," PLAGE D'AMBONDRONA, PALM BEACH, DZAMANDZAR NOSY BE   ",contact@sunsethotel-nosybe.com,HOTEL SUNSET,(+261) 32 40 452 04,
HOTELS," 49, RUE LIEGE ANTANANARIVO   ",taj@moov.mg,HOTEL TAJ,(+261) 202 26 24 09 (+261) 202 23 31 34,www.sunnymada.com    
HOTELS, BP. 607 101 ANTANANARIVO   ,hdf_tana@moov.mg,HOTEL TANA PLAZZA,(+261) 202 22 18 65 (+261) 202 26 42 19,
"VOCATIONAL TRAINING, CENTERS", AMBOHIJATOVO ANTANANARIVO   ,,IMATEP,(+261) 202 24 24 24,
"VOCATIONAL TRAINING, CENTERS"," 5, RUE ANTANIMENA ANTANANARIVO    ",imgam@moov.mg,IMGAM,(+261) 202 23 73 91,www.imgam.net    
"VOCATIONAL TRAINING, CENTERS", ANKADIVATO ANTANANARIVO   ,infotour@moov.mg,INFOTOUR,(+261) 202 26 28 46,
"VOCATIONAL TRAINING, CENTERS", BP. 176 ANTANANARIVO    ,inspcbefela@gmail.com,INSP & C,(+261) 202 22 57 01,
"VOCATIONAL TRAINING, CENTERS", AMBAVAHADIMITAFO ANTANANARIVO   ,,INSPNMAD,(+261) 03 20 22 11 72,www.inspc.org    
"VOCATIONAL TRAINING, CENTERS", LOT A 362 BIS MORAMANGA    ,universite.arsenal@hotmail.com,INSTITUT SUPERIEUR POLYTECHNIQUE ARSENAL,(+261) 20 56 907 56,
"VOCATIONAL TRAINING, CENTERS", BP. 8043 ANTANANARIVO   ,inth@moov.mg,INTH,(+261) 202 23 44 79 (+261) 202 26 21 00,www.institut-ispa.com    
"VOCATIONAL TRAINING, CENTERS", BP. 1456 ANTANANARIVO   ,ipac@simicro.mg,IPAC COIFFURE,(+261) 202 23 80 21,
"VOCATIONAL TRAINING, CENTERS", BP. 1456 ANTANANARIVO   ,,IPAC COIFFURE ANNEXE,(+261) 202 22 51 62,
INTERNET, ANKADIFOTSY ANTANANARIVO   ,espace101@maliforce.net,E SPACE,(+261) 202 23 74 91 (+261) 202 23 74 91,
INTERNET," IMMEUBLE JACARANDA, BUREAU 3 ANTANANARIVO    ",existys@yahoo.fr,EXISTYS MADAGASCAR,(+261) 32 04 627 22,
INTERNET," 21, RUE RAJAOFERA ANTANANARIVO   ",,GAME ZONE CYBER,(+261) 202 26 10 14,www.existysmadagascar.com    
INTERNET, LOT IVA 38 BIS ANTANINANDRO ANTANANARIVO   ,domi.sanji@gmail.com,HD 2.0 REDACTION & MODERATION,(+261) 20 22 219 64,
INTERNET, BP. 6328 ANTANANARIVO    ,ibonia@ibonia.mg,IBONIA,(+261) 202 26 46 67,
INTERNET, ANTANANARIVO   ,rojoniaina_andriambeloson@yahoo.fr,INFOCOM SERVICE,(+261) 202 22 61 58,www.ibonia.com    
INTERNET, LOT II A 28 A AMBODITSIRY ANTANANARIVO    ,feno_r@voila.fr,LE PHOENIX MAGAZINE,(+261) 331 15 40 40,
INTERNET," VILLA ROSE, 30, RUE EMILE RANARIVELO, BEHORIRIKA 101 ANTANANARIVO    ",fenotiana@lily.mg,LILY MG,(+261) 20 22 540 74,
INTERNET, LOT IF 23 ISORAKA AMBATOLAONA TANANARIVO 101    ,madagascardesign.creation@gmail.com,MADAGASCAR DESIGN,(+261) 32 41 078 44,www.le.phoenix.mg.voila.net/index.html    
INTERNET, CM27 TER MANDROSOA ILAFY ANTANANARIVO    ,contact@madanet.info,MADANET INFO,(+261) 34 92 822 91,
OFFICE AUTOMATION, BP. 7664 ANTANANARIVO   ,sagatana@moov.mg,SAGA,(+261) 202 26 43 15 (+261) 202 26 43 16,
